source,position,draft_year,window_start_year,window_end_year,cell_count,source_count,position_count,overall_count,pick_slot_mae_raw,pick_slot_mae_shrunk,top32_hit_rate_raw,top32_hit_rate_shrunk,top100_hit_rate_raw,top100_hit_rate_shrunk,rank_corr_raw,rank_corr_shrunk,success_rate_raw,success_rate_shrunk,quality_score
analyst_rank,CB,2016,2016,2016,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,DT,2016,2016,2016,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,EDGE,2016,2016,2016,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,IOL,2016,2016,2016,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,LB,2016,2016,2016,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,OT,2016,2016,2016,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,QB,2016,2016,2016,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,RB,2016,2016,2016,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,S,2016,2016,2016,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,TE,2016,2016,2016,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,WR,2016,2016,2016,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,CB,2017,2016,2017,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,DT,2017,2016,2017,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,EDGE,2017,2016,2017,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,IOL,2017,2016,2017,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,LB,2017,2016,2017,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,OT,2017,2016,2017,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,QB,2017,2016,2017,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,RB,2017,2016,2017,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,S,2017,2016,2017,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,TE,2017,2016,2017,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,WR,2017,2016,2017,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,CB,2018,2016,2018,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,DT,2018,2016,2018,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,EDGE,2018,2016,2018,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,IOL,2018,2016,2018,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
analyst_rank,LB,2018,2016,2018,0,0,0,0,80.0,80.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.4786
