round,pick,overall_pick,team,original_pick_owner,acquired_via,player_name,player_uid,position,school,final_grade,round_value,pick_score,selection_mode,softmax_temperature,team_athletic_bias_enabled,team_athletic_fit_modifier,team_athletic_target_ras,player_athletic_proxy,player_athletic_source,team_athletic_tier,team_athletic_threshold_mode,team_athletic_threshold_confidence,team_athletic_bias_reason,recent_pos_investment_modifier,recent_pos_investment_capital_score,recent_pos_investment_y1_r1_count,recent_pos_investment_y1_r12_count,recent_pos_investment_y2_r1_count,recent_pos_investment_best_pick_recent,recent_pos_investment_reason,intra_draft_pos_modifier,intra_draft_pos_count_before,intra_draft_pos_first_round_taken,intra_draft_pos_reason,position_demand_modifier,position_demand_target_total,position_demand_expected_to_date,position_demand_picked_before,position_demand_max_cap,position_demand_need_rank,position_demand_pressure,position_demand_reason,qb_realism_modifier,qb_realism_starter_quality,qb_realism_future_need_1y,qb_realism_future_need_2y,qb_realism_pressure,qb_realism_need_rank,qb_realism_y1_r1_count,qb_realism_best_pick_recent,qb_realism_reason,position_value_curve_modifier,position_value_curve_reason,position_value_curve_tier,position_value_curve_elite_gate,position_value_modifier,pick_driver_top5,pick_driver_1_code,pick_driver_1_value,pick_driver_1_reason,pick_driver_2_code,pick_driver_2_value,pick_driver_2_reason,pick_driver_3_code,pick_driver_3_value,pick_driver_3_reason,pick_driver_4_code,pick_driver_4_value,pick_driver_4_reason,pick_driver_5_code,pick_driver_5_value,pick_driver_5_reason
1,11,11,MIA,MIA,,Caleb Downs,5-caleb-downs,S,Ohio State,82.73,Round 2-3,0.7497,top,,0,0.0,,,none,,,,disabled,-0.0123,0.205,0,0,0,155,capital_decay_only,0.0,0,,none,0.011,1,0.14,0,2,3,0.555,under_target,0.0,,,,,,0,,none,0.008,elite_exception,elite_clear,rank<=14,0.0,value:+0.5481:board=0.88|run=0.191|scarcity=0.9|need:+0.2058:need=0.48|demand=under_target|investment:-0.0123:capital_decay_only|guardrail:+0.0080:intra=none|curve=elite_exception|qb=none|athletic_fit:+0.0000:disabled,value,0.5481,board=0.88|run=0.191|scarcity=0.9,need,0.2058,need=0.48|demand=under_target,investment,-0.0123,capital_decay_only,guardrail,0.008,intra=none|curve=elite_exception|qb=none,athletic_fit,0.0,disabled
1,12,12,DAL,DAL,,Daylen Everette,48-daylen-everette,CB,Georgia,83.35,Round 2-3,0.7246,top,,0,0.0,,,none,,,,disabled,-0.0316,0.526,0,0,0,76,capital_decay_only,0.0,0,,none,0.0,0,0.0,0,3,3,0.186,on_track,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.5629:board=0.91|run=0.624|scarcity=0.0|need:+0.1933:need=0.48|demand=on_track|investment:-0.0316:capital_decay_only|guardrail:+0.0000:intra=none|curve=none|qb=none|athletic_fit:+0.0000:disabled,value,0.5629,board=0.91|run=0.624|scarcity=0.0,need,0.1933,need=0.48|demand=on_track,investment,-0.0316,capital_decay_only,guardrail,0.0,intra=none|curve=none|qb=none,athletic_fit,0.0,disabled
1,13,13,LAR,ATL,LAR g ATL (2025 Draft trade),Spencer Fano,107-spencer-fano,OT,Utah,83.07,Round 2-3,0.9395,top,,0,0.0,,,none,,,,disabled,0.0,0.0,0,0,0,,none,0.0,0,,none,0.0873,2,0.49,0,2,1,0.5,under_target|need1_early_push,0.0,,,,,,0,,none,0.0,none,,,0.03,value:+0.5779:board=0.89|run=0.434|scarcity=0.3|need:+0.3616:need=1.0|demand=under_target|need1_early_push|guardrail:+0.0000:intra=none|curve=none|qb=none|investment:+0.0000:none|athletic_fit:+0.0000:disabled,value,0.5779,board=0.89|run=0.434|scarcity=0.3,need,0.3616,need=1.0|demand=under_target|need1_early_push,guardrail,0.0,intra=none|curve=none|qb=none,investment,0.0,none,athletic_fit,0.0,disabled
1,14,14,BAL,BAL,,Blake Miller,346-blake-miller,OT,Clemson Tigers,81.28,Round 2-3,0.7439,top,,0,0.0,,,none,,,,disabled,-0.0607,1.011,0,0,0,62,capital_decay_only,0.0,0,,none,0.0855,2,0.49,0,2,1,0.382,under_target|need1_early_push,0.0,,,,,,0,,none,0.0,none,,,0.03,value:+0.4613:board=0.67|run=0.327|scarcity=0.6|need:+0.3434:need=1.0|demand=under_target|need1_early_push|investment:-0.0607:capital_decay_only|guardrail:+0.0000:intra=none|curve=none|qb=none|athletic_fit:+0.0000:disabled,value,0.4613,board=0.67|run=0.327|scarcity=0.6,need,0.3434,need=1.0|demand=under_target|need1_early_push,investment,-0.0607,capital_decay_only,guardrail,0.0,intra=none|curve=none|qb=none,athletic_fit,0.0,disabled
1,15,15,TB,TB,,Dani Dennis-Sutton,354-dani-dennis-sutton,EDGE,Penn State Nittany Lions,82.12,Round 2-3,0.8299,top,,0,0.0,,,none,,,,disabled,-0.0084,0.14,0,0,0,157,capital_decay_only,0.0,0,,none,0.0676,1,0.25,0,3,1,0.357,under_target|need1_early_push,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.4979:board=0.82|run=0.469|scarcity=0.0|need:+0.3404:need=1.0|demand=under_target|need1_early_push|investment:-0.0084:capital_decay_only|guardrail:+0.0000:intra=none|curve=none|qb=none|athletic_fit:+0.0000:disabled,value,0.4979,board=0.82|run=0.469|scarcity=0.0,need,0.3404,need=1.0|demand=under_target|need1_early_push,investment,-0.0084,capital_decay_only,guardrail,0.0,intra=none|curve=none|qb=none,athletic_fit,0.0,disabled
1,16,16,NYJ,IND,NYJ g IND (A Gardner),Arvell Reese,302-arvell-reese,LB,Ohio State Buckeyes,83.87,Round 1-2,0.6523,top,,0,0.0,,,none,,,,disabled,-0.0111,0.185,0,0,0,162,capital_decay_only,0.0,0,,none,0.0,0,0.0,0,3,4,0.196,on_track,0.0,,,,,,0,,none,0.008,elite_exception,elite_clear,rank<=16,0.0,value:+0.5265:board=0.93|run=0.15|scarcity=0.0|need:+0.1288:need=0.15|demand=on_track|investment:-0.0111:capital_decay_only|guardrail:+0.0080:intra=none|curve=elite_exception|qb=none|athletic_fit:+0.0000:disabled,value,0.5265,board=0.93|run=0.15|scarcity=0.0,need,0.1288,need=0.15|demand=on_track,investment,-0.0111,capital_decay_only,guardrail,0.008,intra=none|curve=elite_exception|qb=none,athletic_fit,0.0,disabled
1,17,17,DET,DET,,T.J. Parker,11-t.j.-parker,EDGE,Clemson,82.06,Round 2-3,0.8206,top,,0,0.0,,,none,,,,disabled,-0.0054,0.09,0,0,0,196,capital_decay_only,0.0,0,,none,0.0675,1,0.25,0,3,1,0.352,under_target|need1_early_push,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.4818:board=0.81|run=0.362|scarcity=0.0|need:+0.3443:need=1.0|demand=under_target|need1_early_push|investment:-0.0054:capital_decay_only|guardrail:+0.0000:intra=none|curve=none|qb=none|athletic_fit:+0.0000:disabled,value,0.4818,board=0.81|run=0.362|scarcity=0.0,need,0.3443,need=1.0|demand=under_target|need1_early_push,investment,-0.0054,capital_decay_only,guardrail,0.0,intra=none|curve=none|qb=none,athletic_fit,0.0,disabled
1,18,18,MIN,MIN,,Brandon Cisse,312-brandon-cisse,CB,South Carolina Gamecocks,82.63,Round 2-3,0.8528,top,,0,0.0,,,none,,,,disabled,-0.0114,0.19,0,0,0,102,capital_decay_only,0.0,0,,none,0.0671,1,0.25,0,3,1,0.292,under_target|need1_early_push,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.5242:board=0.87|run=0.457|scarcity=0.0|need:+0.3399:need=1.0|demand=under_target|need1_early_push|investment:-0.0114:capital_decay_only|guardrail:+0.0000:intra=none|curve=none|qb=none|athletic_fit:+0.0000:disabled,value,0.5242,board=0.87|run=0.457|scarcity=0.0,need,0.3399,need=1.0|demand=under_target|need1_early_push,investment,-0.0114,capital_decay_only,guardrail,0.0,intra=none|curve=none|qb=none,athletic_fit,0.0,disabled
1,19,19,CAR,CAR,,Gabe Jacas,318-gabe-jacas,EDGE,Illinois Fighting Illini,81.7,Round 2-3,0.7881,top,,0,0.0,,,none,,,,disabled,0.0,0.0,0,0,0,,none,0.0,0,,none,0.0675,1,0.25,0,3,1,0.351,under_target|need1_early_push,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.4478:board=0.76|run=0.297|scarcity=0.0|need:+0.3403:need=1.0|demand=under_target|need1_early_push|guardrail:+0.0000:intra=none|curve=none|qb=none|investment:+0.0000:none|athletic_fit:+0.0000:disabled,value,0.4478,board=0.76|run=0.297|scarcity=0.0,need,0.3403,need=1.0|demand=under_target|need1_early_push,guardrail,0.0,intra=none|curve=none|qb=none,investment,0.0,none,athletic_fit,0.0,disabled
1,20,20,DAL,GB,DAL g GB (M Parsons),Christen Miller,311-christen-miller,DT,Georgia Bulldogs,81.62,Round 2-3,0.677,top,,0,0.0,,,none,,,,disabled,-0.0434,0.723,0,0,0,26,capital_decay_only,0.0,0,,none,0.0134,1,0.19,0,2,2,0.36,under_target,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.4776:board=0.73|run=0.611|scarcity=0.3|need:+0.2427:need=0.72|demand=under_target|investment:-0.0434:capital_decay_only|guardrail:+0.0000:intra=none|curve=none|qb=none|athletic_fit:+0.0000:disabled,value,0.4776,board=0.73|run=0.611|scarcity=0.3,need,0.2427,need=0.72|demand=under_target,investment,-0.0434,capital_decay_only,guardrail,0.0,intra=none|curve=none|qb=none,athletic_fit,0.0,disabled
1,21,21,PIT,PIT,,Anthony Hill Jr.,317-anthony-hill-jr.,LB,Texas Longhorns,83.66,Round 2-3,0.6511,top,,0,0.0,,,none,,,,disabled,-0.0398,0.664,0,0,0,98,capital_decay_only,0.0,0,,none,0.0083,1,0.11,0,3,4,0.527,under_target,0.0,,,,,,0,,none,0.008,elite_exception,elite_clear,rank<=16,0.0,value:+0.5293:board=0.92|run=0.232|scarcity=0.0|need:+0.1536:need=0.15|demand=under_target|investment:-0.0398:capital_decay_only|guardrail:+0.0080:intra=none|curve=elite_exception|qb=none|athletic_fit:+0.0000:disabled,value,0.5293,board=0.92|run=0.232|scarcity=0.0,need,0.1536,need=0.15|demand=under_target,investment,-0.0398,capital_decay_only,guardrail,0.008,intra=none|curve=elite_exception|qb=none,athletic_fit,0.0,disabled
1,22,22,LAC,LAC,,Kenyon Sadiq,86-kenyon-sadiq,TE,Oregon,82.04,Round 2-3,0.7632,top,,0,0.0,,,none,,,,disabled,-0.0084,0.14,0,0,0,165,capital_decay_only,0.0,0,,none,0.0692,1,0.25,0,2,1,0.58,under_target|need1_early_push,0.0,,,,,,0,,none,-0.0476,round1_curve,moderate,grade<89.0&rank>14,0.0,value:+0.4921:board=0.8|run=0.221|scarcity=0.6|need:+0.3271:need=1.0|demand=under_target|need1_early_push|guardrail:-0.0476:intra=none|curve=round1_curve|qb=none|investment:-0.0084:capital_decay_only|athletic_fit:+0.0000:disabled,value,0.4921,board=0.8|run=0.221|scarcity=0.6,need,0.3271,need=1.0|demand=under_target|need1_early_push,guardrail,-0.0476,intra=none|curve=round1_curve|qb=none,investment,-0.0084,capital_decay_only,athletic_fit,0.0,disabled
1,23,23,PHI,PHI,,Zion Young,321-zion-young,EDGE,Missouri Tigers,81.7,Round 2-3,0.7815,top,,0,0.0,,,none,,,,disabled,0.0,0.0,0,0,0,,none,0.0,0,,none,0.0675,1,0.25,0,3,1,0.355,under_target|need1_early_push,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.4358:board=0.75|run=0.232|scarcity=0.0|need:+0.3457:need=1.0|demand=under_target|need1_early_push|guardrail:+0.0000:intra=none|curve=none|qb=none|investment:+0.0000:none|athletic_fit:+0.0000:disabled,value,0.4358,board=0.75|run=0.232|scarcity=0.0,need,0.3457,need=1.0|demand=under_target|need1_early_push,guardrail,0.0,intra=none|curve=none|qb=none,investment,0.0,none,athletic_fit,0.0,disabled
1,24,24,CLE,JAX,CLE g JAX (2025 Draft Trade),Makai Lemon,303-makai-lemon,WR,USC Trojans,81.72,Round 2-3,0.7918,top,,0,0.0,,,none,,,,disabled,-0.0175,0.291,0,0,0,74,capital_decay_only,0.0,0,,none,0.0881,2,0.49,0,3,1,0.554,under_target|need1_early_push,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.4634:board=0.77|run=0.399|scarcity=0.0|need:+0.3460:need=1.0|demand=under_target|need1_early_push|investment:-0.0175:capital_decay_only|guardrail:+0.0000:intra=none|curve=none|qb=none|athletic_fit:+0.0000:disabled,value,0.4634,board=0.77|run=0.399|scarcity=0.0,need,0.346,need=1.0|demand=under_target|need1_early_push,investment,-0.0175,capital_decay_only,guardrail,0.0,intra=none|curve=none|qb=none,athletic_fit,0.0,disabled
1,25,25,CHI,CHI,,Mansoor Delane,305-mansoor-delane,CB,LSU Tigers,82.5,Round 2-3,0.6893,top,,0,0.0,,,none,,,,disabled,-0.0312,0.52,0,0,0,56,capital_decay_only,0.0,0,,none,0.01,1,0.14,0,3,3,0.311,under_target,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.5171:board=0.86|run=0.441|scarcity=0.0|need:+0.2034:need=0.48|demand=under_target|investment:-0.0312:capital_decay_only|guardrail:+0.0000:intra=none|curve=none|qb=none|athletic_fit:+0.0000:disabled,value,0.5171,board=0.86|run=0.441|scarcity=0.0,need,0.2034,need=0.48|demand=under_target,investment,-0.0312,capital_decay_only,guardrail,0.0,intra=none|curve=none|qb=none,athletic_fit,0.0,disabled
1,26,26,BUF,BUF,,Olaivavega Ioane,309-olaivavega-ioane,IOL,Penn State Nittany Lions,82.47,Round 2-3,0.6267,top,,0,0.0,,,none,,,,disabled,-0.0265,0.441,0,0,0,59,capital_decay_only,0.0,0,,none,0.0084,1,0.11,0,2,4,0.538,under_target,0.0,,,,,,0,,none,0.008,elite_exception,elite_clear,rank<=16,0.0089,value:+0.5065:board=0.85|run=0.15|scarcity=0.3|need:+0.1387:need=0.15|demand=under_target|investment:-0.0265:capital_decay_only|guardrail:+0.0080:intra=none|curve=elite_exception|qb=none|athletic_fit:+0.0000:disabled,value,0.5065,board=0.85|run=0.15|scarcity=0.3,need,0.1387,need=0.15|demand=under_target,investment,-0.0265,capital_decay_only,guardrail,0.008,intra=none|curve=elite_exception|qb=none,athletic_fit,0.0,disabled
1,27,27,SF,SF,,Brian Parker II,362-brian-parker-ii,OT,Duke Blue Devils,81.22,Round 2-3,0.8149,top,,0,0.0,,,none,,,,disabled,-0.0164,0.274,0,0,0,86,capital_decay_only,0.0,0,,none,0.0679,1,0.25,0,2,1,0.403,under_target|need1_early_push,0.0,,,,,,0,,none,0.0,none,,,0.03,value:+0.4890:board=0.66|run=0.66|scarcity=0.6|need:+0.3422:need=1.0|demand=under_target|need1_early_push|investment:-0.0164:capital_decay_only|guardrail:+0.0000:intra=none|curve=none|qb=none|athletic_fit:+0.0000:disabled,value,0.489,board=0.66|run=0.66|scarcity=0.6,need,0.3422,need=1.0|demand=under_target|need1_early_push,investment,-0.0164,capital_decay_only,guardrail,0.0,intra=none|curve=none|qb=none,athletic_fit,0.0,disabled
1,28,28,HOU,HOU,,Kayden McDonald,308-kayden-mcdonald,DT,Ohio State Buckeyes,81.38,Round 2-3,0.7771,top,,0,0.0,,,none,,,,disabled,-0.0062,0.103,0,0,0,224,capital_decay_only,0.0,0,,none,0.0854,2,0.49,0,2,1,0.373,under_target|need1_early_push,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.4265:board=0.68|run=0.375|scarcity=0.3|need:+0.3568:need=1.0|demand=under_target|need1_early_push|investment:-0.0062:capital_decay_only|guardrail:+0.0000:intra=none|curve=none|qb=none|athletic_fit:+0.0000:disabled,value,0.4265,board=0.68|run=0.375|scarcity=0.3,need,0.3568,need=1.0|demand=under_target|need1_early_push,investment,-0.0062,capital_decay_only,guardrail,0.0,intra=none|curve=none|qb=none,athletic_fit,0.0,disabled
1,29,29,LAR,LAR,,Keionte Scott,324-keionte-scott,CB,Miami (FL) Hurricanes,82.4,Round 2-3,0.7472,top,,0,0.0,,,none,,,,disabled,0.0,0.0,0,0,0,,none,0.0,0,,none,0.0284,2,0.38,0,3,2,0.5,under_target,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.4880:board=0.84|run=0.26|scarcity=0.0|need:+0.2592:need=0.72|demand=under_target|guardrail:+0.0000:intra=none|curve=none|qb=none|investment:+0.0000:none|athletic_fit:+0.0000:disabled,value,0.488,board=0.84|run=0.26|scarcity=0.0,need,0.2592,need=0.72|demand=under_target,guardrail,0.0,intra=none|curve=none|qb=none,investment,0.0,none,athletic_fit,0.0,disabled
1,30,30,DEN,DEN,,Skyler Bell,348-skyler-bell,WR,Connecticut Huskies,81.67,Round 2-3,0.7399,top,,0,0.0,,,none,,,,disabled,-0.0535,0.892,0,0,0,63,capital_decay_only,0.0,0,,none,0.085,2,0.49,0,3,1,0.346,under_target|need1_early_push,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.4505:board=0.74|run=0.435|scarcity=0.0|need:+0.3429:need=1.0|demand=under_target|need1_early_push|investment:-0.0535:capital_decay_only|guardrail:+0.0000:intra=none|curve=none|qb=none|athletic_fit:+0.0000:disabled,value,0.4505,board=0.74|run=0.435|scarcity=0.0,need,0.3429,need=1.0|demand=under_target|need1_early_push,investment,-0.0535,capital_decay_only,guardrail,0.0,intra=none|curve=none|qb=none,athletic_fit,0.0,disabled
1,31,31,NE,NE,,D'Angelo Ponds,326-d'angelo-ponds,CB,Indiana Hoosiers,82.0,Round 2-3,0.5845,top,,0,0.0,,,none,,,,disabled,-0.0495,0.825,0,0,0,17,capital_decay_only,0.0,0,,none,0.0076,1,0.11,0,3,4,0.309,under_target,0.0,,,,,,0,,none,0.0,none,,,0.0,value:+0.4825:board=0.79|run=0.48|scarcity=0.0|need:+0.1514:need=0.15|demand=under_target|investment:-0.0495:capital_decay_only|guardrail:+0.0000:intra=none|curve=none|qb=none|athletic_fit:+0.0000:disabled,value,0.4825,board=0.79|run=0.48|scarcity=0.0,need,0.1514,need=0.15|demand=under_target,investment,-0.0495,capital_decay_only,guardrail,0.0,intra=none|curve=none|qb=none,athletic_fit,0.0,disabled
